ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardTime,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI,BirdAte
Unlisted,0,0,0,17_01_2015 14:33,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,1,14:33,14:33,14:33,,False,60,1,TermC ,LEFT,1.08393040329,1,5
Unlisted,0,0,0,17_01_2015 14:33,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,2,14:33,14:33,14:33,,False,60,1,InitB ,RIGHT,0.8018698995,1,5
