ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardTime,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI,BirdAte
Unlisted,0,0,0,17_01_2015 14:42,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,1,14:42,14:42,14:42,,False,60,1,ChoiceB ,CENTRE,"0.540323138412, 0.255443015747",2,5
,,,,,,,,,,,,,14:42

