Research Assistant,Subject Number,Set Number,Session Number,Date and Time Run,Contingency,Condition,Number of Pecks Required,Program Name,Trial Number,Program Load Time,Bird In Box Time,Experiment Start Time,Experiment End Time,Apparatus Present,Timeout Period,Reward Time,Choice Stimulus,Initial-Link,Terminal-Link,Choice Stimulus Side Pecked,Initial-Link Side Pecked,Choice Stimulus Pecked,Choice Stimulus Reaction Time,Initial-Link Reaction Time,Terminal-Link Peck Log,Terminal Link Latency,Terminal Link Final Response,Terminal Link Duration,Inter-Trial Interval (ITI),Choice Stimulus Screen Peck Count,Initial Link Screen Peck Count,Terminal-Link Screen Peck Count,Sub-Optimal Link Chosen

,0,0,0,26_12_2014 18:46,1,Experimental Phase,1,SubOptimalChoiceWithCommitment.py,1,18:46,18:46,18:46,N/A,Yes,10,10,ChoiceA ChoiceB ,InitB ,TermD,,<__main__.ChoiceStim instance at 0x04919968>,,[0.7208218952873722],"[0.00018384132999926805, 0.573028258047998, 0.158476063166745, 0.13294220948591828, 0.12114513467531651, 0.13368694519158453, 0.31625156628433615]","[1.2481562328757718, 0.12157796474639326, 0.10959927958901972, 0.12152754236012697, 0.1225525017362088, 0.11195619578938931, 0.12234054901637137, 0.10899287124630064, 0.12148738268297166, 0.09794544021133333, 0.1094725540606305, 0.1346034740563482, 0.09756080154329538, 0.10988575080409646, 0.13311400299426168, 0.09893425623886287, 0.10905757267028093, 0.12196885049343109]",1.2481562328757718,0.12196885049343109,5,5,1,7,18,False
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18:46

