ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardDuration,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI
,0,0,0,04_01_2015 21:48,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,1,21:48,21:48,21:48,N/A,False,10,10,TermD ,RIGHT,[0.7340371038299054],1,5
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,21:48

