ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardTime,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI,BirdAte
Unlisted,0,0,0,17_01_2015 14:59,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,1,14:59,14:59,14:59,,False,60,1,InitB ,LEFT,"1.2417250945, 0.279167705972",2,5
,,,,,,,,,,,,,14:59

