ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardTime,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI
Unlisted,0,0,0,05_01_2015 16:41,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,N/A,16:41,16:41,16:41,16:41,False,60,1,N/A,N/A,N/A,N/A,5
N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16:41

