ResearchAssistant,SubjectNumber,SetNumber,SessionNumber,DateStarted,Contingency,Condition,PeckstoReward,ProgramName,TrialNumber,ProgramLoadTime,BirdInBoxTime,StartTime,ExperimentEndTime,ApparatusPresent,TimeoutPeriod,RewardTime,StimulusPresented,StimulusSide,ReactionTimes,PeckNum,ITI,BirdAte
Unlisted,0,0,0,17_01_2015 15:30,1,Autoshaping (FR1),1,SubOptimalChoiceWithCommitment.py,1,15:30,15:30,15:30,,False,60,1,ChoiceA ,LEFT,0.791502144275,1,5
,,,,,,,,,,,,,15:30

